715.6,408.9,203.2
247.5,2.6,4.0
677.0,216.1,380.2
525.4,337.3,849.1
387.1,925.8,105.9
305.4,519.5,929.4
58.7,330.9,586.7
418.8,384.9,358.3
510.2,920.2,550.5
246.0,288.5,815.0
766.0,211.6,89.3
65.6,717.1,537.8
51.4,553.2,603.4
604.0,995.0,809.3
527.7,469.7,427.2
556.8,466.8,208.2
14.6,23.9,879.4
711.0,626.6,573.0
105.1,927.6,691.7
9.3,992.3,618.9
167.6,626.6,262.5
653.6,642.4,555.5
703.2,263.0,329.0
199.6,302.3,469.8
420.4,364.8,993.1
27.7,158.2,721.1
751.5,424.0,77.6
248.9,470.6,789.2
168.0,207.0,434.0
38.1,534.2,509.8
579.9,620.3,900.8
880.5,651.5,838.2
252.7,663.2,987.0
188.5,99.3,460.4
522.0,851.6,691.0
209.0,918.4,956.7
46.3,237.9,549.4
845.1,403.4,32.3
815.3,183.8,577.8
204.1,311.6,726.5
493.1,984.9,676.1
195.8,143.9,667.9
534.0,514.2,626.3
643.2,273.6,844.4
517.9,797.8,416.4
83.2,873.9,590.6
571.1,929.6,359.5
345.1,572.2,861.0
548.8,585.8,304.9
111.9,290.3,103.0
700.9,257.9,109.6
323.1,87.2,764.4
315.0,474.5,934.1
44.1,282.3,396.6
59.5,989.8,569.8
698.9,338.3,824.7
40.0,134.4,25.4
423.0,886.3,378.1
401.3,899.7,743.6
951.6,349.5,549.9
592.3,472.9,35.4
546.4,72.8,823.1
49.9,830.8,6.3
817.7,163.0,800.9
413.3,109.0,9.6
762.0,518.7,756.1
606.5,443.0,701.6
413.8,97.0,530.3
327.9,178.8,820.6
408.5,246.5,762.0
868.0,67.1,628.2
456.0,768.7,230.5
974.4,887.2,694.7
855.3,197.4,314.3
463.5,323.2,414.1
319.8,221.2,245.3
26.6,362.1,720.2
309.4,76.7,176.4
999.4,591.3,897.5
824.0,750.5,162.6
701.8,833.1,898.5
203.3,539.9,855.0
565.8,300.7,206.2
31.0,155.2,533.1
362.6,572.1,658.0
111.2,133.8,400.4
917.4,191.2,158.9
657.8,124.3,227.8
58.8,729.0,81.1
659.7,959.5,584.2
96.7,980.7,914.8
267.7,751.8,344.9
809.6,949.0,911.7
33.7,905.0,477.8
171.4,424.1,933.7
83.9,59.9,755.5
653.0,538.4,949.5
478.7,899.1,632.1
743.9,337.9,13.8
685.2,355.7,196.7
943.0,105.0,258.9
714.5,781.7,70.9
604.8,672.5,319.4
648.7,203.7,683.9
242.7,171.7,555.7
627.0,414.3,734.0
582.2,610.7,788.5
615.6,223.8,601.1
327.8,763.1,180.4
160.8,935.9,958.5
45.3,165.2,892.2
830.0,498.4,591.7
365.3,919.3,72.8
196.7,511.0,533.4
244.0,95.0,687.7
323.0,808.2,47.7
354.3,38.6,506.4
639.3,837.1,596.4
914.8,574.6,220.9
1.3,170.1,382.2
10.9,235.7,321.2
891.6,52.1,177.0
263.0,732.3,311.0
356.3,464.2,730.9
636.8,588.4,989.3
593.2,668.7,578.5
455.0,625.5,501.3
942.6,815.0,568.4
823.0,483.9,955.4
794.2,361.0,11.3
203.0,179.8,777.4
874.7,741.4,657.3
927.5,284.2,561.8
249.0,136.9,308.3
349.5,968.2,818.1
402.9,359.7,48.8
154.9,479.5,902.5
728.9,436.0,320.0
833.7,157.9,970.8
527.4,533.6,79.5
75.1,317.7,586.3
819.2,778.9,395.0
302.0,448.1,164.0
584.0,749.5,990.0
603.0,278.7,151.0
874.8,582.2,425.2
964.0,685.9,644.2
333.3,427.6,877.4
589.7,400.8,960.3
41.1,431.6,896.3
463.4,787.2,183.4
252.5,545.6,998.7
760.3,488.6,591.1
702.6,804.8,633.5
759.0,742.7,98.3
763.8,116.5,21.1
382.8,422.0,227.4
557.2,429.5,338.3
429.2,962.5,878.8
651.1,702.5,601.1
179.6,931.0,203.7
156.7,892.8,815.0
349.4,713.2,160.0
287.0,482.3,370.7
759.5,924.5,75.1
802.8,532.6,478.9
775.2,396.0,456.1
681.4,749.2,349.8
35.7,192.7,424.7
261.8,413.8,903.1
269.2,94.8,808.6
998.1,180.0,262.7
501.0,422.6,964.3
819.1,502.1,309.1
96.8,989.4,324.5
633.1,217.5,84.6
77.8,717.4,647.1
939.2,939.1,381.7
51.7,567.7,844.9
521.0,172.0,957.2
60.0,315.6,96.4
461.1,901.0,302.2
269.9,852.0,813.3
868.9,908.4,783.6
200.2,189.8,822.2
751.9,5.4,116.1
351.4,895.4,368.2
552.4,948.0,244.7
426.0,70.6,550.2
894.4,779.5,949.2
977.9,928.5,477.5
5.9,974.5,772.9
817.2,971.8,935.5
822.2,443.7,91.4
93.9,554.2,69.1
662.4,746.4,451.5
113.0,474.5,406.9
67.6,11.8,365.3
266.2,445.5,556.9
839.9,295.7,505.4
23.7,520.8,834.6
909.1,649.5,872.8
82.8,485.5,333.2
302.8,205.2,459.1
617.0,408.8,283.7
88.2,735.9,212.2
268.7,67.8,861.4
830.3,331.3,649.3
544.5,396.6,360.3
14.9,451.5,643.2
625.9,624.9,820.5
30.5,766.1,201.1
982.1,377.7,55.7
773.8,536.9,687.3
211.9,520.3,22.3
905.7,536.7,447.6
157.1,198.9,834.9
192.5,558.7,637.3
648.4,342.4,954.3
61.4,769.4,988.9
109.0,327.5,14.9
123.1,199.1,59.8
906.7,557.3,57.5
193.8,373.5,631.1
801.5,948.5,707.3
954.5,36.4,603.1
520.0,104.9,58.0
859.4,944.8,657.8
885.3,487.5,543.9
566.6,303.9,864.9
976.1,230.3,658.3
611.0,691.2,231.1
603.9,226.2,376.4
728.6,772.1,645.1
38.3,941.1,962.0
346.6,296.3,399.6
940.3,650.4,220.9
494.1,667.0,820.0
261.3,683.5,570.3
670.8,22.7,464.3
54.1,139.8,384.2
794.1,334.6,526.0
844.9,457.3,202.9
482.6,611.5,954.9
721.3,930.5,399.0
622.9,646.5,319.0
720.9,609.2,194.2
159.4,139.3,699.3
989.7,616.6,612.8
971.4,276.5,218.4
286.6,451.1,16.7
348.8,67.9,756.9
35.2,646.4,259.7
442.6,55.1,57.9
964.1,731.3,541.4
942.6,909.7,285.1
552.4,800.4,254.7
861.1,549.0,213.6
510.4,247.2,302.7
402.4,124.1,826.9
995.9,154.0,764.1
528.6,201.8,666.5
376.3,453.7,683.9
449.5,522.1,899.9
179.0,12.4,505.6
486.3,76.3,127.8
622.8,143.7,174.9
693.8,455.3,632.9
413.0,163.7,886.7
951.6,75.7,193.4
30.7,562.1,662.9
976.5,505.2,540.1
646.1,563.3,63.9
210.5,79.6,900.5
409.4,784.0,53.6
665.9,760.7,898.3
941.6,380.4,923.7
177.0,924.0,48.1
896.9,613.2,943.3
256.9,276.9,833.1
45.1,51.3,642.4
474.8,342.3,235.5
293.8,218.0,613.2
213.6,792.7,68.1
942.4,713.6,751.1
754.4,887.1,508.6
579.0,906.1,829.2
465.5,330.2,585.6
725.8,337.8,713.1
152.4,403.7,830.9
291.9,40.9,687.0
431.7,970.4,396.9
121.5,893.3,114.4
451.3,620.1,727.4
441.1,356.7,973.9
242.7,129.4,529.4
648.7,813.0,352.0
598.2,620.8,717.7
594.3,399.3,330.9
787.2,603.5,32.9
422.9,632.5,678.5
718.0,489.2,84.5
383.1,887.1,978.5
24.3,61.8,62.3
888.3,577.2,220.0
705.9,313.6,256.9
402.3,652.2,300.5
462.3,920.1,63.3
791.5,246.5,226.5
148.7,445.6,838.0
973.9,241.9,411.1
266.0,339.4,809.5
860.7,387.0,933.3
238.9,894.8,195.6
449.6,279.6,357.2
496.6,675.8,693.4
189.7,399.1,874.8
189.5,730.9,106.4
80.0,442.5,303.6
912.7,547.4,623.7
207.6,356.2,862.2
910.2,19.9,580.8
375.7,943.8,630.8
78.3,690.1,678.0
185.3,174.4,444.1
745.6,548.3,27.1
904.8,176.3,288.0
339.0,600.9,120.5
699.8,659.4,249.9
416.4,657.8,448.4
8.0,672.6,323.6
625.8,767.5,882.7
568.5,299.2,383.3
18.1,473.7,509.8
258.0,63.8,878.2
639.8,365.2,676.9
542.3,441.3,209.6
102.5,845.9,563.3
872.4,451.8,192.4
260.9,841.1,239.6
675.4,174.5,421.1
309.3,791.9,594.4
103.7,61.1,451.7
2.6,464.5,396.4
934.9,802.3,82.2
570.5,887.0,578.4
407.2,862.1,110.1
910.2,12.5,578.6
251.0,779.4,677.0
789.1,890.5,805.5
462.7,423.5,901.9
334.1,985.7,215.7
187.9,639.7,930.1
751.1,488.7,814.7
970.7,738.0,446.3
464.0,305.3,271.2
922.2,432.5,930.8
642.7,898.4,301.0
871.8,246.6,893.9
819.3,299.8,842.9
853.0,95.2,267.4
544.4,426.7,344.4
107.4,550.9,696.2
999.2,828.0,392.7
570.1,565.4,416.9
738.1,817.8,822.0
428.3,748.1,787.4
698.6,35.3,285.7
582.8,675.0,6.2
412.2,356.2,234.4
49.7,385.9,144.5
235.3,859.8,739.2
567.9,117.3,487.5
301.4,40.1,74.6
533.5,330.6,49.5
667.3,154.5,429.9
516.3,524.6,504.2
600.0,425.5,838.3
983.5,327.1,808.2
260.8,146.1,756.4
664.6,148.2,998.9
675.2,280.3,10.5
846.9,988.0,40.4
521.6,838.2,93.8
221.8,100.3,936.0
696.0,91.3,382.4
296.0,903.0,631.4
307.3,299.6,572.0
484.8,77.6,899.4
653.5,51.9,214.6
917.4,882.3,580.0
86.4,483.8,973.0
440.8,680.0,649.4
440.9,334.1,368.5
659.1,122.1,211.6
370.6,6.3,119.4
866.4,670.0,71.0
730.4,624.7,819.3
388.3,344.2,168.6
593.2,338.7,876.1
443.6,173.8,839.4
254.8,412.5,348.5
30.8,254.6,504.0
23.4,202.6,381.2
310.0,577.2,524.0
314.5,546.2,161.9
303.5,147.9,222.5
410.7,334.8,294.0
212.6,838.0,190.5
222.3,549.9,193.5
784.2,364.7,169.4
696.4,970.9,835.2
862.2,800.1,992.8
939.2,908.7,722.4
784.3,198.7,425.0
227.7,764.9,44.2
668.5,680.1,968.2
127.1,966.3,307.5
378.0,286.4,47.6
869.0,334.3,635.7
524.3,462.6,545.1
822.5,834.2,543.7
248.3,841.5,943.1
808.5,297.7,677.5
136.3,291.6,543.7
779.2,821.7,667.8
200.3,287.6,582.9
640.1,691.2,949.2
959.2,10.4,234.7
959.9,41.8,831.0
119.3,840.0,920.6
720.3,483.9,277.3
165.9,566.5,497.3
482.6,579.1,206.7
565.3,719.6,663.9
518.4,365.8,142.8
603.8,799.4,532.2
230.0,587.3,605.3
974.9,661.2,252.5
941.8,794.6,704.2
257.9,361.5,506.0
612.6,552.4,639.8
933.2,519.5,626.1
292.4,465.8,843.5
705.8,796.9,806.4
657.9,680.4,865.8
978.2,275.7,721.3
726.2,343.2,198.7
181.0,370.1,691.9
428.5,289.4,790.1
124.4,546.8,865.0
580.3,339.2,343.7
361.7,441.1,643.9
626.0,408.7,260.6
313.3,446.2,756.7
669.5,37.4,343.5
613.4,928.7,259.6
384.3,534.6,274.6
126.6,428.2,311.6
850.1,136.3,220.5
870.4,478.0,454.4
868.1,335.9,24.8
646.2,367.6,380.3
763.5,207.1,104.3
923.4,431.9,169.9
154.0,500.5,844.7
990.6,625.6,328.8
195.2,647.9,245.3
365.2,666.1,858.6
348.1,807.1,955.2
514.8,811.5,972.9
259.4,879.9,115.9
98.7,830.7,949.5
854.6,775.2,852.0
379.7,482.0,701.4
989.4,580.4,91.2
54.0,312.2,223.1
36.4,512.8,174.4
519.4,394.0,419.5
831.8,297.3,145.1
734.9,415.5,105.3
969.7,163.6,499.4
549.2,415.3,324.7
817.7,488.5,919.8
5.6,408.2,690.0
172.7,340.0,122.6
650.4,696.8,519.8
316.5,270.3,102.3
487.5,146.5,885.1
462.2,758.2,570.3
427.8,154.5,496.2
165.2,793.4,175.1
424.2,56.7,289.6
697.2,164.1,612.4
469.6,350.7,228.4
761.2,782.3,266.0
51.1,150.5,245.6
11.5,123.1,294.7
197.2,531.7,141.5
665.6,97.3,491.6
843.3,83.8,436.6
486.2,211.0,706.0
19.6,521.1,914.3
389.9,266.8,746.1
334.7,584.4,308.5
192.7,860.9,193.7
628.0,76.4,683.8
779.8,210.4,816.8
722.2,539.9,167.6
531.1,225.4,1.6
587.1,248.2,716.8
108.1,690.6,282.7
240.0,85.5,491.4
715.9,586.9,800.1
368.6,763.7,752.2
788.0,852.8,341.3
433.0,163.5,775.4
411.2,191.6,338.1
673.2,152.1,566.2
464.7,309.7,579.3
379.9,849.7,518.9
563.8,276.9,140.2
606.1,981.9,741.1
877.4,555.8,840.6
601.1,295.6,580.6
654.8,553.4,72.3
302.6,442.7,942.5
401.0,575.9,206.9
163.2,490.4,819.8
685.8,955.6,129.7
909.7,903.8,682.1
390.0,77.1,592.4
970.4,729.8,509.8
535.9,876.9,795.7
797.1,752.7,329.8
440.6,455.7,45.8
899.9,877.5,777.4
304.8,30.4,220.1
758.3,481.5,559.7
144.8,34.9,452.5
66.7,164.8,481.0
502.3,566.0,644.5
457.9,869.2,962.9
625.5,367.9,557.4
470.4,326.6,593.8
594.5,478.5,216.3
610.4,677.4,852.2
267.2,124.1,764.5
358.5,502.7,392.4
913.5,269.4,526.5
770.7,79.1,592.5
56.6,615.0,658.2
336.2,138.9,869.7
426.5,62.0,833.9
196.1,609.3,189.3
474.7,383.5,467.9
248.7,248.4,698.2
683.4,551.1,171.4
339.2,427.6,840.1
542.3,43.5,625.7
364.6,242.8,961.2
846.7,330.7,94.5
146.7,778.7,812.7
930.7,284.3,859.9
274.1,907.7,577.1
443.8,668.3,66.3
318.1,560.3,371.1
734.5,40.0,802.8
172.2,576.8,416.5
597.4,757.9,82.6
498.0,672.7,542.5
163.7,103.0,557.0
29.8,319.2,715.2
853.8,109.3,738.2
551.7,75.8,78.0
724.1,516.3,896.5
575.8,46.1,822.3
25.1,504.6,312.6
999.2,808.1,119.6
656.6,154.7,209.0
762.8,252.2,777.1
697.1,282.9,888.4
821.9,5.6,10.1
336.9,229.8,402.4
436.5,730.2,611.9
133.7,290.2,323.2
177.5,44.9,919.8
788.6,574.5,49.0
395.0,452.9,409.7
755.3,973.7,735.1
288.1,496.0,795.7
161.5,773.6,662.5
609.9,994.9,560.7
602.5,770.7,972.9
620.9,223.4,997.3
906.1,720.1,536.4
456.7,201.7,269.0
972.3,665.1,653.0
525.7,204.8,912.7
765.6,491.9,549.2
256.9,882.4,699.5
649.0,311.2,617.0
229.0,199.5,42.8
516.9,627.5,740.8
526.9,69.2,787.0
649.8,191.2,169.5
428.3,200.1,10.2
349.4,877.5,539.4
153.7,175.5,102.2
939.7,736.7,697.5
146.9,713.3,862.9
553.3,977.1,664.9
301.6,47.0,356.9
361.9,133.4,681.1
287.6,948.8,597.4
437.8,299.3,21.6
316.6,706.0,513.2
682.4,877.4,138.0
323.5,443.1,641.8
690.8,398.6,254.0
379.6,384.3,989.8
964.3,86.8,85.2
982.1,335.7,824.6
222.2,280.7,681.7
391.3,540.7,950.6
525.6,697.7,429.8
733.5,511.7,617.0
864.7,521.1,7.1
290.5,669.6,524.4
881.9,14.7,276.7
752.2,39.0,879.5
891.9,676.1,191.1
581.4,754.8,875.2
423.2,848.2,474.7
393.4,669.7,859.7
276.8,218.7,769.5
474.0,557.2,747.1
650.6,987.9,330.1
579.7,471.4,163.6
765.8,899.7,618.8
929.1,371.1,235.1
282.4,130.8,756.6
699.3,870.0,572.8
872.0,51.9,867.0
375.1,439.1,701.8
684.6,261.2,902.3
277.9,822.8,922.6
644.8,748.3,771.9
274.7,588.9,592.2
811.9,507.1,701.8
990.2,941.1,634.4
374.7,939.4,789.9
233.8,65.2,593.9
271.3,508.8,649.9
559.5,850.7,401.7
566.0,198.3,717.2
863.9,854.3,421.6
659.8,559.3,494.2
494.1,655.4,85.2
891.2,63.7,861.7
710.2,499.9,329.7
702.8,690.1,970.7
782.3,293.1,914.6
643.4,867.5,130.2
745.4,629.8,498.1
346.5,515.7,776.4
921.5,725.1,515.0
620.5,219.3,605.9
554.7,544.3,445.7
577.8,191.2,389.2
712.3,783.4,473.1
198.2,124.7,774.6
462.4,560.1,518.7
211.2,424.6,178.4
299.9,775.1,399.0
317.7,794.9,843.3
348.2,968.6,580.7
381.1,511.6,755.0
112.3,352.4,407.0
732.2,256.2,848.3
278.0,552.7,461.7
899.3,556.6,262.1
846.4,290.5,502.7
955.5,423.9,210.3
210.5,36.8,967.5
90.1,785.3,944.1
76.0,234.4,41.6
955.1,727.3,785.8
392.3,915.9,932.2
773.1,708.5,49.6
9.6,881.5,132.2
826.6,302.6,589.9
483.6,973.2,358.1
176.6,193.1,451.6
631.0,107.9,922.9
930.7,55.8,725.9
494.6,775.2,11.3
412.9,339.9,68.8
154.1,96.8,814.3
276.6,279.1,202.4
695.5,820.9,734.1
34.3,75.7,687.5
926.5,663.6,629.4
359.5,234.6,607.7
489.5,381.1,892.1
148.0,30.9,259.5
664.8,760.6,497.3
33.4,943.0,283.7
929.8,18.9,814.5
482.0,266.9,564.1
921.4,468.9,711.0
906.0,440.0,568.8
719.2,373.3,332.9
981.1,325.6,587.8
528.3,926.3,720.0
801.2,588.8,248.8
31.5,145.7,274.7
749.5,172.1,659.6
696.3,815.0,484.3
833.8,414.3,76.5
139.8,971.6,300.3
976.9,151.1,655.4
606.4,658.6,637.8
65.7,684.2,291.9
373.7,408.9,677.9
881.4,562.6,536.8
92.1,965.3,281.6
518.0,931.8,307.7
974.7,928.8,601.4
484.7,134.6,171.1
675.1,356.7,124.0
306.4,978.9,373.2
926.1,30.1,452.5
958.6,883.4,394.2
215.2,208.0,514.4
240.2,159.7,479.9
765.8,797.3,768.1
986.2,619.6,332.7
379.8,466.0,658.9
718.8,34.7,310.0
118.6,290.9,889.0
951.6,609.5,844.6
456.5,297.1,824.2
468.2,452.6,791.1
442.3,551.7,23.3
13.9,518.2,169.5
517.5,952.7,942.3
152.8,191.4,615.4
614.4,787.8,865.0
111.5,295.6,660.1
209.6,664.7,375.3
204.3,860.5,881.3
736.2,486.3,205.9
894.7,139.6,780.8
269.3,489.8,402.9
420.8,186.8,914.4
468.4,959.3,945.6
925.0,795.5,177.8
